Samra (SEPGCO),Amman East (IPP1),Qatrana (IPP2),Zarqa (ACWA),IPP4 (Levant),IPP3 (Amman Asia),Rehab,Risha,Aqaba steam
817.1340407520688,277.1851584486758,279.22930155943186,0.0,112.5,0.0,65.0,35.0,55.0
876.300751634693,296.88289573630726,298.7106621874643,0.0,0.0,0.0,65.0,35.0,55.0
885.9141381646868,300.0833772146157,301.875986861655,0.0,0.0,0.0,65.0,35.0,55.0
991.032749943808,335.07938709884485,336.48757087973166,0.0,0.0,0.0,65.0,35.0,55.0
1100.9164081371498,371.66177268370893,372.6681045017317,0.0,0.0,0.0,65.0,35.0,55.0
1128.9288736239223,380.0,373.0,0.0,0.0,0.0,65.0,35.0,55.0
1104.728051302815,372.93074208544596,373.0,0.0,0.0,0.0,65.0,35.0,55.0
1123.2424898162512,379.09455515575763,373.0,0.0,0.0,0.0,65.0,35.0,55.0
1138.8413623478766,380.0,373.0,0.0,0.0,0.0,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,268.64114950109956,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,246.03706965891632,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,297.0,35.0,157.98366485819935
1150.0,380.0,373.0,0.0,0.0,0.0,297.0,35.0,195.78268343059386
1150.0,380.0,373.0,0.0,250.0,0.0,257.71794671073144,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,0.0,297.0,35.0,174.9188754689632
1150.0,380.0,373.0,0.0,250.0,573.0,65.02466390886136,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,564.6447083306505,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,476.38787466048336,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,246.93234787114164,65.0,35.0,55.0
1082.812899932317,365.63476622545403,366.7073037962379,0.0,162.26071239694707,143.25,65.0,35.0,55.0
1034.9467671576574,349.6992089787351,350.9467962313958,0.0,152.96497066969434,0.0,65.0,35.0,55.0
